LipidIon,Class,FattyAcid,Ion,Formula,ObsMz,Rt,Pol.,z,ObsMass,CalcMz,Grade
ChE(20:3)+NH4,ChE,(20:3),M+NH4,C47 H82 O2 N1,692.632817,29.866709,P,1,692.6333655,692.6340055,B
ChE(20:1)+NH4,ChE,(20:1),M+NH4,C47 H86 O2 N1,696.664004,30.393897,P,1,696.6645525,696.6653055,B
CerG1(d16:0/18:1)-H,CerG1,(d16:0/18:1),M-H,C40 H76 O8 N1,698.557849,20.184573,N,1,698.5573005,698.5576425,B
PE(18:1p/16:1)+H,PE,(18:1p/16:1),M+H,C39 H75 O7 N1 P1,700.526535,21.756785,P,1,700.5270835,700.5275685,B
PE(16:0p/18:1)+H,PE,(16:0p/18:1),M+H,C39 H77 O7 N1 P1,702.542664,22.942706,P,1,702.5432125,702.5432185,B
PE(18:0p/16:0)+H,PE,(18:0p/16:0),M+H,C39 H79 O7 N1 P1,704.558079,24.53879,P,1,704.5586275,704.5588685,B
PE(18:0e/16:0)-H,PE,(18:0e/16:0),M-H,C39 H79 O7 N1 P1,704.560518,24.846438,N,1,704.5599695,704.5599655,B
PE(18:0e/16:0)+H,PE,(18:0e/16:0),M+H,C39 H81 O7 N1 P1,706.572164,25.32418,P,1,706.5727125,706.5745185,B
PE(14:0/20:4)+H,PE,(14:0/20:4),M+H,C39 H71 O8 N1 P1,712.489818,18.30027,P,1,712.4903665,712.4911835,B
PE(18:1p/17:1)+H,PE,(18:1p/17:1),M+H,C40 H77 O7 N1 P1,714.542596,21.95638,P,1,714.5431445,714.5432185,B
ChE(22:6)+NH4,ChE,(22:6),M+NH4,C49 H80 O2 N1,714.617484,29.285671,P,1,714.6180325,714.6183555,B
dMePE(16:0/16:1)-H,dMePE,(16:0/16:1),M-H,C39 H75 O8 N1 P1,716.524123,19.568342,N,1,716.5235745,716.5235805,B
PE(16:0p/19:1)+H,PE,(16:0p/19:1),M+H,C40 H79 O7 N1 P1,716.558275,23.502485,P,1,716.5588235,716.5588685,B
ChE(22:5)+NH4,ChE,(22:5),M+NH4,C49 H82 O2 N1,716.633228,29.803676,P,1,716.6337765,716.6340055,B
SM(d16:1/16:1)+HCOO,SM,(d16:1/16:1),M+HCOO,C38 H74 O8 N2 P1,717.519857,16.664951,N,1,717.5193085,717.5188295,B
ChE(22:4)+NH4,ChE,(22:4),M+NH4,C49 H84 O2 N1,718.647597,29.643447,P,1,718.6481455,718.6496555,B
SM(d18:1/14:0)+HCOO,SM,(d18:1/14:0),M+HCOO,C38 H76 O8 N2 P1,719.534984,18.840416,N,1,719.5344355,719.5344795,B
SM(d16:1/16:0)+HCOO,SM,(d16:1/16:0),M+HCOO,C38 H76 O8 N2 P1,719.535022,18.263572,N,1,719.5344735,719.5344795,B
SM(d17:1/14:0)+CH3COO,SM,(d17:1/14:0),M+CH3COO,C38 H76 O8 N2 P1,719.535022,18.265849,N,1,719.5344735,719.5344795,B
SM(d14:0/18:1)+HCOO,SM,(d14:0/18:1),M+HCOO,C38 H76 O8 N2 P1,719.535043,18.791939,N,1,719.5344945,719.5344795,B
ChE(22:3)+NH4,ChE,(22:3),M+NH4,C49 H86 O2 N1,720.663956,30.213332,P,1,720.6645045,720.6653055,B
PE(16:0p/20:5)+H,PE,(16:0p/20:5),M+H,C41 H73 O7 N1 P1,722.510731,20.062005,P,1,722.5112795,722.5119185,B
ChE(22:2)+NH4,ChE,(22:2),M+NH4,C49 H88 O2 N1,722.679177,30.261834,P,1,722.6797255,722.6809555,B
PE(16:0p/20:4)+H,PE,(16:0p/20:4),M+H,C41 H75 O7 N1 P1,724.526361,21.113761,P,1,724.5269095,724.5275685,B
ChE(22:1)+NH4,ChE,(22:1),M+NH4,C49 H90 O2 N1,724.695698,30.77426,P,1,724.6962465,724.6966055,B
PE(16:0p/20:3)+H,PE,(16:0p/20:3),M+H,C41 H77 O7 N1 P1,726.542761,22.135753,P,1,726.5433095,726.5432185,B
PE(18:1p/18:1)+H,PE,(18:1p/18:1),M+H,C41 H79 O7 N1 P1,728.558048,22.944983,P,1,728.5585965,728.5588685,B
PC(16:1p/17:0)+H,PC,(16:1p/17:0),M+H,C41 H81 O7 N1 P1,730.572887,23.112758,P,1,730.5734355,730.5745185,B
PE(18:0p/18:1)+H,PE,(18:0p/18:1),M+H,C41 H81 O7 N1 P1,730.573849,24.529765,P,1,730.5743975,730.5745185,B
PE(16:0p/20:0)+H,PE,(16:0p/20:0),M+H,C41 H83 O7 N1 P1,732.588487,26.179555,P,1,732.5890355,732.5901685,B
SM(d18:1/15:0)+HCOO,SM,(d18:1/15:0),M+HCOO,C39 H78 O8 N2 P1,733.550324,18.680754,N,1,733.5497755,733.5501295,B
SM(d17:1/16:0)+HCOO,SM,(d17:1/16:0),M+HCOO,C39 H78 O8 N2 P1,733.550862,19.211671,N,1,733.5503135,733.5501295,B
PE(16:1/20:4)+H,PE,(16:1/20:4),M+H,C41 H73 O8 N1 P1,738.505829,18.814971,P,1,738.5063775,738.5068335,B
PE(16:0p/21:3)+H,PE,(16:0p/21:3),M+H,C42 H79 O7 N1 P1,740.557862,22.50992,P,1,740.5584105,740.5588685,B
dMePE(16:1/18:1)-H,dMePE,(16:1/18:1),M-H,C41 H77 O8 N1 P1,742.539506,19.779313,N,1,742.5389575,742.5392305,B
PE(18:1p/19:1)+H,PE,(18:1p/19:1),M+H,C42 H81 O7 N1 P1,742.57415,23.704498,P,1,742.5746985,742.5745185,B
ChE(24:6)+NH4,ChE,(24:6),M+NH4,C51 H84 O2 N1,742.648478,29.139011,P,1,742.6490265,742.6496555,B
PE(16:0p/21:1)+H,PE,(16:0p/21:1),M+H,C42 H83 O7 N1 P1,744.590572,25.060894,P,1,744.5911205,744.5901685,B
PE(18:0p/19:1)+H,PE,(18:0p/19:1),M+H,C42 H83 O7 N1 P1,744.591408,25.61699,P,1,744.5919565,744.5901685,B
SM(d18:1/16:1)+HCOO,SM,(d18:1/16:1),M+HCOO,C40 H78 O8 N2 P1,745.550818,18.43246,N,1,745.5502695,745.5501295,B
SM(d18:2/16:0)+HCOO,SM,(d18:2/16:0),M+HCOO,C40 H78 O8 N2 P1,745.550845,18.981768,N,1,745.5502965,745.5501295,B
PC(15:0/18:1)+H,PC,(15:0/18:1),M+H,C41 H81 O8 N1 P1,746.569668,23.379387,P,1,746.5702165,746.5694335,B
PG(16:0/18:1)-H,PG,(16:0/18:1),M-H,C40 H76 O10 N0 P1,747.517782,19.356858,N,1,747.5172335,747.5181615,B
SM(d18:1/16:0)+HCOO,SM,(d18:1/16:0),M+HCOO,C40 H80 O8 N2 P1,747.566689,20.099384,N,1,747.5661405,747.5657795,B
SM(d16:0/18:1)+HCOO,SM,(d16:0/18:1),M+HCOO,C40 H80 O8 N2 P1,747.566726,20.641809,N,1,747.5661775,747.5657795,B
PE(18:1p/20:5)+H,PE,(18:1p/20:5),M+H,C43 H75 O7 N1 P1,748.526398,19.619771,P,1,748.5269465,748.5275685,B
PE(16:0p/22:6)+H,PE,(16:0p/22:6),M+H,C43 H75 O7 N1 P1,748.526483,20.143559,P,1,748.5270315,748.5275685,B
ChE(24:3)+NH4,ChE,(24:3),M+NH4,C51 H90 O2 N1,748.694938,29.984051,P,1,748.6954865,748.6966055,B
PE(16:0p/22:5)+H,PE,(16:0p/22:5),M+H,C43 H77 O7 N1 P1,750.542318,21.363051,P,1,750.5428665,750.5432185,B
ChE(24:2)+NH4,ChE,(24:2),M+NH4,C51 H92 O2 N1,750.711172,30.336295,P,1,750.7117205,750.7122555,B
PG(16:0/17:1)+NH4,PG,(16:0/17:1),M+NH4,C39 H79 O10 N1 P1,752.54934,20.846611,P,1,752.5498885,752.5436135,B
PE(16:0p/22:4)+H,PE,(16:0p/22:4),M+H,C43 H79 O7 N1 P1,752.558059,22.407616,P,1,752.5586075,752.5588685,B
PE(18:0p/20:4)+H,PE,(18:0p/20:4),M+H,C43 H79 O7 N1 P1,752.558277,22.966125,P,1,752.5588255,752.5588685,B
ChE(24:1)+NH4,ChE,(24:1),M+NH4,C51 H94 O2 N1,752.726864,30.885901,P,1,752.7274125,752.7279055,B
PE(16:0p/22:3)+H,PE,(16:0p/22:3),M+H,C43 H81 O7 N1 P1,754.573837,23.495704,P,1,754.5743855,754.5745185,B
PE(18:1p/20:1)+H,PE,(18:1p/20:1),M+H,C43 H83 O7 N1 P1,756.589147,24.536531,P,1,756.5896955,756.5901685,B
PS(16:1/18:1)-H,PS,(16:1/18:1),M-H,C40 H73 O10 N1 P1,758.497156,19.299414,N,1,758.4966075,758.4977605,B
PE(18:0p/20:1)+H,PE,(18:0p/20:1),M+H,C43 H85 O7 N1 P1,758.604479,26.689418,P,1,758.6050275,758.6058185,B
PE(16:0p/22:1)+H,PE,(16:0p/22:1),M+H,C43 H85 O7 N1 P1,758.605019,26.166007,P,1,758.6055675,758.6058185,B
PG(17:1/18:1)-H,PG,(17:1/18:1),M-H,C41 H76 O10 N0 P1,759.515445,18.763891,N,1,759.5148965,759.5181615,B
PC(16:1/15:1)+HCOO,PC,(16:1/15:1),M+HCOO,C40 H75 O10 N1 P1,760.513838,21.296901,N,1,760.5132895,760.5134105,B
PE(16:0/22:6)+H,PE,(16:0/22:6),M+H,C43 H75 O8 N1 P1,764.521035,19.547529,P,1,764.5215835,764.5224835,B
PE(18:1/20:5)+H,PE,(18:1/20:5),M+H,C43 H75 O8 N1 P1,764.521154,19.026019,P,1,764.5217025,764.5224835,B
PC(16:0e/16:0)+HCOO,PC,(16:0e/16:0),M+HCOO,C41 H83 O9 N1 P1,764.583171,23.09431,N,1,764.5826225,764.5810955,B
PE(18:0/20:5)+H,PE,(18:0/20:5),M+H,C43 H77 O8 N1 P1,766.537513,21.078968,P,1,766.5380615,766.5381335,B
PE(17:1/21:3)+H,PE,(17:1/21:3),M+H,C43 H79 O8 N1 P1,768.550233,24.384382,P,1,768.5507815,768.5537835,B
PE(18:0p/21:3)+H,PE,(18:0p/21:3),M+H,C44 H83 O7 N1 P1,768.588975,24.3246,P,1,768.5895235,768.5901685,B
PG(18:1/18:3)-H,PG,(18:1/18:3),M-H,C42 H74 O10 N0 P1,769.502346,17.979391,N,1,769.5017975,769.5025115,B
PG(16:1/20:3)-H,PG,(16:1/20:3),M-H,C42 H74 O10 N0 P1,769.503418,17.382957,N,1,769.5028695,769.5025115,B
PE(18:0/20:3)+H,PE,(18:0/20:3),M+H,C43 H81 O8 N1 P1,770.56886,23.149719,P,1,770.5694085,770.5694335,B
PE(18:1p/21:1)+H,PE,(18:1p/21:1),M+H,C44 H85 O7 N1 P1,770.60509,25.218359,P,1,770.6056385,770.6058185,B
PG(18:1/18:2)-H,PG,(18:1/18:2),M-H,C42 H76 O10 N0 P1,771.518489,18.875173,N,1,771.5179405,771.5181615,B
PC(18:1p/18:0)+H,PC,(18:1p/18:0),M+H,C44 H87 O7 N1 P1,772.619065,24.790742,P,1,772.6196135,772.6214685,B
PG(18:1/18:1)-H,PG,(18:1/18:1),M-H,C42 H78 O10 N0 P1,773.533892,19.888656,N,1,773.5333435,773.5338115,B
PE(18:1p/22:6)+H,PE,(18:1p/22:6),M+H,C45 H77 O7 N1 P1,774.541088,20.064282,P,1,774.5416365,774.5432185,B
PC(18:0/17:1)+H,PC,(18:0/17:1),M+H,C43 H85 O8 N1 P1,774.599217,21.659322,P,1,774.5997655,774.6007335,B
SM(d18:0/18:1)+HCOO,SM,(d18:0/18:1),M+HCOO,C42 H84 O8 N2 P1,775.597892,21.608349,N,1,775.5973435,775.5970795,B
PE(18:1p/22:5)+H,PE,(18:1p/22:5),M+H,C45 H79 O7 N1 P1,776.557388,21.116036,P,1,776.5579365,776.5588685,B
ChE(26:3)+NH4,ChE,(26:3),M+NH4,C53 H94 O2 N1,776.726375,30.343061,P,1,776.7269235,776.7279055,B
ChE(26:2)+NH4,ChE,(26:2),M+NH4,C53 H96 O2 N1,778.741656,30.571939,P,1,778.7422045,778.7435555,B
PE(18:1p/22:3)+H,PE,(18:1p/22:3),M+H,C45 H83 O7 N1 P1,780.588724,23.256887,P,1,780.5892725,780.5901685,B
PE(18:0p/22:4)+H,PE,(18:0p/22:4),M+H,C45 H83 O7 N1 P1,780.589391,23.81346,P,1,780.5899395,780.5901685,B
TG(16:0p/14:0/16:0)+NH4,TG,(16:0p/14:0/16:0),M+NH4,C49 H98 O5 N1,780.741401,29.759718,P,1,780.7419495,780.7439505,B
ChE(26:1)+NH4,ChE,(26:1),M+NH4,C53 H98 O2 N1,780.75784,31.103506,P,1,780.7583885,780.7592055,B
PS(16:0/20:4)-H,PS,(16:0/20:4),M-H,C42 H73 O10 N1 P1,782.497794,19.405289,N,1,782.4972455,782.4977605,B
PC(18:4/18:0)+H,PC,(18:4/18:0),M+H,C44 H81 O8 N1 P1,782.568094,22.13803,P,1,782.5686425,782.5694335,B
PE(18:0p/22:3)+H,PE,(18:0p/22:3),M+H,C45 H85 O7 N1 P1,782.604481,24.915705,P,1,782.6050295,782.6058185,B
TG(14:0e/16:0/16:0)+NH4,TG,(14:0e/16:0/16:0),M+NH4,C49 H100 O5 N1,782.756826,29.452634,P,1,782.7573745,782.7596005,B
PS(16:0/20:3)-H,PS,(16:0/20:3),M-H,C42 H75 O10 N1 P1,784.514888,20.129607,N,1,784.5143395,784.5134105,B
PS(18:1/18:2)-H,PS,(18:1/18:2),M-H,C42 H75 O10 N1 P1,784.515702,19.176944,N,1,784.5151535,784.5134105,B
PE(18:1p/22:1)+H,PE,(18:1p/22:1),M+H,C45 H87 O7 N1 P1,784.620846,26.649937,P,1,784.6213945,784.6214685,B
PS(18:1/18:1)-H,PS,(18:1/18:1),M-H,C42 H77 O10 N1 P1,786.529348,20.890765,N,1,786.5287995,786.5290605,B
PE(18:0p/22:1)+H,PE,(18:0p/22:1),M+H,C45 H89 O7 N1 P1,786.635689,27.194524,P,1,786.6362375,786.6371185,B
PS(18:0/18:1)-H,PS,(18:0/18:1),M-H,C42 H79 O10 N1 P1,788.545894,22.523879,N,1,788.5453455,788.5447105,B
PG(16:1/22:6)-H,PG,(16:1/22:6),M-H,C44 H72 O10 N0 P1,791.487499,16.39968,N,1,791.4869505,791.4868615,B
PE(18:0/22:5)+H,PE,(18:0/22:5),M+H,C45 H81 O8 N1 P1,794.56852,21.657047,P,1,794.5690685,794.5694335,B
PC(14:0/20:5)+HCOO,PC,(14:0/20:5),M+HCOO,C43 H75 O10 N1 P1,796.514427,16.708999,N,1,796.5138785,796.5134105,B
PC(15:0/22:4)+H,PC,(15:0/22:4),M+H,C45 H83 O8 N1 P1,796.583854,23.762819,P,1,796.5844025,796.5850835,B
PG(18:1/20:3)-H,PG,(18:1/20:3),M-H,C44 H78 O10 N0 P1,797.534013,19.213948,N,1,797.5334645,797.5338115,B
PC(16:1/18:3)+HCOO,PC,(16:1/18:3),M+HCOO,C43 H77 O10 N1 P1,798.530015,17.499274,N,1,798.5294665,798.5290605,B
PG(18:1/20:2)-H,PG,(18:1/20:2),M-H,C44 H80 O10 N0 P1,799.549549,20.017848,N,1,799.5490005,799.5494615,B
PC(18:1/19:0)+H,PC,(18:1/19:0),M+H,C45 H89 O8 N1 P1,802.629466,23.381664,P,1,802.6300145,802.6320335,B
SM(d20:0/18:1)+HCOO,SM,(d20:0/18:1),M+HCOO,C44 H88 O8 N2 P1,803.629858,23.838833,N,1,803.6293095,803.6283795,B
PEt(26:5/16:0)-H,PEt,(26:5/16:0),M-H,C47 H82 O8 N0 P1,805.569994,20.013313,N,1,805.5694455,805.5752815,B
PS(16:0/22:6)-H,PS,(16:0/22:6),M-H,C44 H73 O10 N1 P1,806.498925,18.346912,N,1,806.4983765,806.4977605,B
TG(18:0p/14:0/16:1)+NH4,TG,(18:0p/14:0/16:1),M+NH4,C51 H100 O5 N1,806.758574,29.009196,P,1,806.7591225,806.7596005,B
PS(16:0/22:5)-H,PS,(16:0/22:5),M-H,C44 H75 O10 N1 P1,808.513426,18.879693,N,1,808.5128775,808.5134105,B
PS(18:1/20:4)-H,PS,(18:1/20:4),M-H,C44 H75 O10 N1 P1,808.515003,19.502827,N,1,808.5144545,808.5134105,B
PS(18:0/20:5)-H,PS,(18:0/20:5),M-H,C44 H75 O10 N1 P1,808.515705,19.449189,N,1,808.5151565,808.5134105,B
TG(16:0p/16:0/16:0)+NH4,TG,(16:0p/16:0/16:0),M+NH4,C51 H102 O5 N1,808.772547,29.561984,P,1,808.7730955,808.7752505,B
TG(18:0p/14:0/16:0)+NH4,TG,(18:0p/14:0/16:0),M+NH4,C51 H102 O5 N1,808.77383,30.097872,P,1,808.7743785,808.7752505,B
PG(16:1/22:6)+NH4,PG,(16:1/22:6),M+NH4,C44 H77 O10 N1 P1,810.527039,15.908034,P,1,810.5275875,810.5279635,B
PS(18:0/20:4)-H,PS,(18:0/20:4),M-H,C44 H77 O10 N1 P1,810.530847,20.548878,N,1,810.5302985,810.5290605,B
TG(16:0e/16:0/16:0)+NH4,TG,(16:0e/16:0/16:0),M+NH4,C51 H104 O5 N1,810.788624,30.648743,P,1,810.7891725,810.7909005,B
PG(16:0/22:6)+NH4,PG,(16:0/22:6),M+NH4,C44 H79 O10 N1 P1,812.54173,17.515564,P,1,812.5422785,812.5436135,B
PG(16:1/22:5)+NH4,PG,(16:1/22:5),M+NH4,C44 H79 O10 N1 P1,812.542645,16.986055,P,1,812.5431935,812.5436135,B
PS(18:0/20:3)-H,PS,(18:0/20:3),M-H,C44 H79 O10 N1 P1,812.544916,22.186772,N,1,812.5443675,812.5447105,B
PC(17:1/18:3)+HCOO,PC,(17:1/18:3),M+HCOO,C44 H79 O10 N1 P1,812.548864,19.098121,N,1,812.5483155,812.5447105,B
PC(18:0/20:3)+H,PC,(18:0/20:3),M+H,C46 H87 O8 N1 P1,812.613848,21.923412,P,1,812.6143965,812.6163835,B
PS(18:0/20:2)-H,PS,(18:0/20:2),M-H,C44 H81 O10 N1 P1,814.55878,23.679189,N,1,814.5582315,814.5603605,B
PG(18:1/20:4)+NH4,PG,(18:1/20:4),M+NH4,C44 H81 O10 N1 P1,814.559826,18.030439,P,1,814.5603745,814.5592635,B
PC(18:0p/18:1)+HCOO,PC,(18:0p/18:1),M+HCOO,C45 H87 O9 N1 P1,816.612909,23.022504,N,1,816.6123605,816.6123955,B
PG(18:2/22:6)-H,PG,(18:2/22:6),M-H,C46 H74 O10 N0 P1,817.503053,16.886343,N,1,817.5025045,817.5025115,B
PC(18:0e/18:1)+HCOO,PC,(18:0e/18:1),M+HCOO,C45 H89 O9 N1 P1,818.628071,24.684553,N,1,818.6275225,818.6280455,B
PG(18:1/22:6)-H,PG,(18:1/22:6),M-H,C46 H76 O10 N0 P1,819.518788,17.968101,N,1,819.5182395,819.5181615,B
PG(18:1/22:6)+H,PG,(18:1/22:6),M+H,C46 H78 O10 N0 P1,821.531362,17.753466,P,1,821.5319105,821.5327145,B
PG(18:1/22:5)-H,PG,(18:1/22:5),M-H,C46 H78 O10 N0 P1,821.533771,18.506768,N,1,821.5332225,821.5338115,B
PG(18:1/22:4)-H,PG,(18:1/22:4),M-H,C46 H80 O10 N0 P1,823.551248,19.836475,N,1,823.5506995,823.5494615,B
PS(18:0/21:3)-H,PS,(18:0/21:3),M-H,C45 H81 O10 N1 P1,826.561554,22.604668,N,1,826.5610055,826.5603605,B
SM(d18:1/25:1)+H,SM,(d18:1/25:1),M+H,C48 H96 O6 N2 P1,827.698347,26.433258,P,1,827.6988955,827.7000525,B
SM(d22:1/18:1)+HCOO,SM,(d22:1/18:1),M+HCOO,C46 H90 O8 N2 P1,829.645025,23.542981,N,1,829.6444765,829.6440295,B
SM(d22:0/18:1)+HCOO,SM,(d22:0/18:1),M+HCOO,C46 H92 O8 N2 P1,831.660687,25.102961,N,1,831.6601385,831.6596795,B
SM(d22:1/18:0)+HCOO,SM,(d22:1/18:0),M+HCOO,C46 H92 O8 N2 P1,831.661168,25.593972,N,1,831.6606195,831.6596795,B
PS(18:1/22:6)-H,PS,(18:1/22:6),M-H,C46 H75 O10 N1 P1,832.512729,18.272643,N,1,832.5121805,832.5134105,B
SM(d22:0/18:0)+HCOO,SM,(d22:0/18:0),M+HCOO,C46 H94 O8 N2 P1,833.671381,26.154264,N,1,833.6708325,833.6753295,B
PS(18:0/22:6)-H,PS,(18:0/22:6),M-H,C46 H77 O10 N1 P1,834.529802,20.474882,N,1,834.5292535,834.5290605,B
TG(18:0p/14:0/18:1)+NH4,TG,(18:0p/14:0/18:1),M+NH4,C53 H104 O5 N1,834.788935,29.283411,P,1,834.7894835,834.7909005,B
PG(18:2/22:6)+NH4,PG,(18:2/22:6),M+NH4,C46 H79 O10 N1 P1,836.542141,16.781855,P,1,836.5426895,836.5436135,B
PS(18:0/22:5)-H,PS,(18:0/22:5),M-H,C46 H79 O10 N1 P1,836.544432,21.032509,N,1,836.5438835,836.5447105,B
TG(18:0p/16:0/16:0)+NH4,TG,(18:0p/16:0/16:0),M+NH4,C53 H106 O5 N1,836.804823,29.638878,P,1,836.8053715,836.8065505,B
TG(16:0e/16:0/18:1)+NH4,TG,(16:0e/16:0/18:1),M+NH4,C53 H106 O5 N1,836.804981,30.692822,P,1,836.8055295,836.8065505,B
SM(d18:1/26:3)+H,SM,(d18:1/26:3),M+H,C49 H94 O6 N2 P1,837.680355,26.484081,P,1,837.6809035,837.6844025,B
PG(18:1/22:6)+NH4,PG,(18:1/22:6),M+NH4,C46 H81 O10 N1 P1,838.558302,17.84692,P,1,838.5588505,838.5592635,B
PS(18:0/22:4)-H,PS,(18:0/22:4),M-H,C46 H81 O10 N1 P1,838.561,22.121797,N,1,838.5604515,838.5603605,B
PS(18:0/22:3)-H,PS,(18:0/22:3),M-H,C46 H83 O10 N1 P1,840.576859,23.207589,N,1,840.5763105,840.5760105,B
PC(18:0p/20:3)+HCOO,PC,(18:0p/20:3),M+HCOO,C47 H87 O9 N1 P1,840.612701,21.777543,N,1,840.6121525,840.6123955,B
PG(20:4/22:6)-H,PG,(20:4/22:6),M-H,C48 H74 O10 N0 P1,841.501871,16.09368,N,1,841.5013225,841.5025115,B
SM(d17:1/24:1)+HCOO,SM,(d17:1/24:1),M+HCOO,C47 H92 O8 N2 P1,843.661621,24.345486,N,1,843.6610725,843.6596795,B
SM(d25:0/16:1)+HCOO,SM,(d25:0/16:1),M+HCOO,C47 H94 O8 N2 P1,845.676933,26.862604,N,1,845.6763845,845.6753295,B
PG(20:2/22:5)-H,PG,(20:2/22:5),M-H,C48 H80 O10 N0 P1,847.548882,18.844937,N,1,847.5483335,847.5494615,B
SM(d22:0/20:3)+HCOO,SM,(d22:0/20:3),M+HCOO,C48 H92 O8 N2 P1,855.660467,23.020229,N,1,855.6599185,855.6596795,B
PG(20:4/22:6)+NH4,PG,(20:4/22:6),M+NH4,C48 H79 O10 N1 P1,860.54262,16.198096,P,1,860.5431685,860.5436135,B
TG(18:1p/16:0/18:1)+NH4,TG,(18:1p/16:0/18:1),M+NH4,C55 H106 O5 N1,860.804646,29.480757,P,1,860.8051945,860.8065505,B
PA(26:2/22:3)-H,PA,(26:2/22:3),M-H,C51 H90 O8 N0 P1,861.642848,24.5157,N,1,861.6422995,861.6378815,B
PG(20:3/22:6)+NH4,PG,(20:3/22:6),M+NH4,C48 H81 O10 N1 P1,862.55893,17.223028,P,1,862.5594785,862.5592635,B
TG(18:0p/16:0/18:1)+NH4,TG,(18:0p/16:0/18:1),M+NH4,C55 H108 O5 N1,862.819908,30.023505,P,1,862.8204565,862.8222005,B
PG(20:2/22:6)+NH4,PG,(20:2/22:6),M+NH4,C48 H83 O10 N1 P1,864.573735,17.748943,P,1,864.5742835,864.5749135,B
TG(18:0p/16:0/18:0)+NH4,TG,(18:0p/16:0/18:0),M+NH4,C55 H110 O5 N1,864.834271,30.396174,P,1,864.8348195,864.8378505,B
TG(18:0e/16:0/18:1)+NH4,TG,(18:0e/16:0/18:1),M+NH4,C55 H110 O5 N1,864.836459,30.932135,P,1,864.8370075,864.8378505,B
PG(22:6/22:6)-H,PG,(22:6/22:6),M-H,C50 H74 O10 N0 P1,865.503607,15.924461,N,1,865.5030585,865.5025115,B
PS(24:4/18:0)-H,PS,(24:4/18:0),M-H,C48 H85 O10 N1 P1,866.592147,23.598235,N,1,866.5915985,866.5916605,B
TG(18:0e/16:0/18:0)+NH4,TG,(18:0e/16:0/18:0),M+NH4,C55 H112 O5 N1,866.850449,31.470518,P,1,866.8509975,866.8535005,B
PG(22:5/22:6)-H,PG,(22:5/22:6),M-H,C50 H76 O10 N0 P1,867.518732,16.48093,N,1,867.5181835,867.5181615,B
SM(d25:0/18:2)+HCOO,SM,(d25:0/18:2),M+HCOO,C49 H96 O8 N2 P1,871.692874,26.458733,N,1,871.6923255,871.6909795,B
PI(16:1/20:4)+NH4,PI,(16:1/20:4),M+NH4,C45 H81 O13 N1 P1,874.542756,17.617028,P,1,874.5433045,874.5440085,B
PI(16:0/20:3)+NH4,PI,(16:0/20:3),M+NH4,C45 H85 O13 N1 P1,878.57312,20.085415,P,1,878.5736685,878.5753085,B
SM(d22:0/22:3)+HCOO,SM,(d22:0/22:3),M+HCOO,C50 H96 O8 N2 P1,883.69236,24.809373,N,1,883.6918115,883.6909795,B
PG(22:6/22:6)+NH4,PG,(22:6/22:6),M+NH4,C50 H79 O10 N1 P1,884.541987,15.998315,P,1,884.5425355,884.5436135,B
SM(d22:0/22:2)+HCOO,SM,(d22:0/22:2),M+HCOO,C50 H98 O8 N2 P1,885.708654,26.209526,N,1,885.7081055,885.7066295,B
PG(22:5/22:6)+NH4,PG,(22:5/22:6),M+NH4,C50 H81 O10 N1 P1,886.557264,16.541351,P,1,886.5578125,886.5592635,B
PG(22:5/22:5)+NH4,PG,(22:5/22:5),M+NH4,C50 H83 O10 N1 P1,888.572244,17.106772,P,1,888.5727925,888.5749135,B
PC(26:6/18:0)+H,PC,(26:6/18:0),M+H,C52 H93 O8 N1 P1,890.660632,22.653439,P,1,890.6611805,890.6633335,B
TG(20:0p/16:0/18:1)+NH4,TG,(20:0p/16:0/18:1),M+NH4,C57 H112 O5 N1,890.849371,29.928768,P,1,890.8499195,890.8535005,B
TG(16:0e/18:1/20:1)+NH4,TG,(16:0e/18:1/20:1),M+NH4,C57 H112 O5 N1,890.850906,30.477376,P,1,890.8514545,890.8535005,B
TG(20:0e/16:0/18:1)+NH4,TG,(20:0e/16:0/18:1),M+NH4,C57 H114 O5 N1,892.867258,31.022404,P,1,892.8678065,892.8691505,B
MGDG(22:5/24:5)-H,MGDG,(22:5/24:5),M-H,C55 H85 O10,905.612782,21.067284,N,1,905.6122335,905.6148235,B
TG(18:0e/18:1/20:1)+NH4,TG,(18:0e/18:1/20:1),M+NH4,C59 H116 O5 N1,918.881751,30.206566,P,1,918.8822995,918.8848005,B
TG(16:0e/18:1/22:1)+NH4,TG,(16:0e/18:1/22:1),M+NH4,C59 H116 O5 N1,918.882672,30.776553,P,1,918.8832205,918.8848005,B
TG(20:0e/18:0/18:1)+NH4,TG,(20:0e/18:0/18:1),M+NH4,C59 H118 O5 N1,920.898518,30.730141,P,1,920.8990665,920.9004505,B
PI(20:2/20:4)+NH4,PI,(20:2/20:4),M+NH4,C49 H87 O13 N1 P1,928.58932,19.386725,P,1,928.5898685,928.5909585,B
PI(20:1/20:4)+NH4,PI,(20:1/20:4),M+NH4,C49 H89 O13 N1 P1,930.605245,20.402778,P,1,930.6057935,930.6066085,B
TG(20:0/18:1/18:1)+NH4,TG,(20:0/18:1/18:1),M+NH4,C59 H114 O6 N1,932.859655,30.695116,P,1,932.8602035,932.8640655,B
TG(18:0e/18:1/22:3)+NH4,TG,(18:0e/18:1/22:3),M+NH4,C61 H116 O5 N1,942.882344,30.104734,P,1,942.8828925,942.8848005,B
